potID,plot,daynr,year,temperature,precipitation,wind.speed,frostdays,sum.precW,nHerbs,nTrees,Nitrogen,pH,Moisture,Light,ellenTemperature,Arable.land,Forest,Grassland,Water
2,SLL1,215,2011,20.52606682,2.47144941,2.465565322,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
2,SLL1,216,2011,20.92390049,3.570454967,2.625026425,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
2,SLL1,217,2011,19.02531087,1.384788126,2.36278059,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
2,SLL1,218,2011,20.1858256,4.184958559,2.560682164,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
2,SLL1,219,2011,17.40575621,2.171113534,3.847528087,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
2,SLL1,220,2011,15.50657099,10.47025536,4.345631926,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
2,SLL1,221,2011,14.77549944,0.554253944,4.863239663,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
2,SLL1,222,2011,16.10770082,0,3.907766594,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
2,SLL1,223,2011,19.40835111,1.160254185,4.869280581,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
3,SLL1,224,2011,18.25476815,3.741033837,3.097749509,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
3,SLL1,225,2011,18.07033873,14.64864268,1.916386769,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
3,SLL1,226,2011,17.73360647,6.698272449,2.998851373,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
3,SLL1,227,2011,16.36020457,1.147597466,2.092861443,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
3,SLL1,228,2011,17.5852208,0,1.570614707,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
3,SLL1,229,2011,19.6183944,0,1.984180129,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
3,SLL1,230,2011,19.44194087,22.47910262,2.449249987,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
3,SLL1,231,2011,17.49675706,0.049516268,3.265343807,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
3,SLL1,232,2011,18.30154384,0,1.826168832,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
3,SLL1,233,2011,21.47367414,9.002076984,2.402453073,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
3,SLL1,234,2011,19.04913404,5.406175493,1.785673161,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
3,SLL1,235,2011,20.74789764,4.459272275,2.325399558,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
3,SLL1,236,2011,20.24611848,0,2.245520102,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
3,SLL1,237,2011,19.75153112,0,1.711005274,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
4,SLL1,238,2011,19.45958125,16.49835126,3.236187817,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
4,SLL1,239,2011,15.35531334,4.002747545,3.506154949,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
4,SLL1,240,2011,14.67577998,1.19809123,3.900708614,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
4,SLL1,241,2011,13.8107526,0.452949911,3.896161678,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
4,SLL1,242,2011,12.84792533,0.117163368,2.437223041,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
4,SLL1,243,2011,13.5147015,0,1.676076779,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
4,SLL1,244,2011,14.63636399,0,1.3935098,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
4,SLL1,245,2011,18.58084138,0,1.420800417,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
4,SLL1,246,2011,22.73225546,3.257465212,1.8100025,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
4,SLL1,247,2011,20.73784097,2.393370884,2.455739928,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
4,SLL1,248,2011,15.99135868,0.656929216,4.165570605,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
4,SLL1,249,2011,15.69623497,14.97669941,5.652449576,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
4,SLL1,250,2011,14.9116552,5.343107954,5.540614279,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
4,SLL1,251,2011,13.94963141,2.965832364,4.734913024,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
4,SLL1,252,2011,17.6137062,0.030312999,2.353470279,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
4,SLL1,253,2011,22.2920722,0,2.705941901,39,293.3614156,41,0,5.68,5.19,5.05,7.38,5.26,0.490641308,0.208590119,0.132709252,0.013138039
5,POM1,80,2015,4.079476602,0.834602488,2.535397544,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,81,2015,3.53821575,0,3.812393907,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,82,2015,3.489259559,0,1.881793308,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,83,2015,7.159710504,0,1.569686348,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,84,2015,7.478671353,0,2.9912012,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,85,2015,5.426687251,0.279044881,3.73859191,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,86,2015,5.904968441,0,4.000937343,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,87,2015,7.343138035,0.654688123,3.708259683,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,88,2015,9.817180826,13.95093989,7.493970125,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,89,2015,6.569975753,2.397939307,6.471897578,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,90,2015,8.40811336,7.918129122,9.341897799,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,91,2015,4.527438198,4.10945249,6.947281598,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,92,2015,4.915807036,1.667136995,5.632658046,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,93,2015,5.173469765,0,2.059183326,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,94,2015,4.422919934,3.357316365,2.837066026,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,95,2015,4.353383548,0,2.683469784,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,96,2015,4.364042548,0,2.294532053,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,97,2015,6.639811945,0,1.872779456,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,98,2015,8.544110705,0,1.933434329,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
5,POM1,99,2015,12.04005104,0,1.946769925,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,100,2015,14.93361835,0,2.19601494,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,101,2015,11.40761138,0.381536098,4.273401553,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,102,2015,10.6289354,0,3.034223868,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,103,2015,10.51465178,0,3.54772636,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,104,2015,13.2112984,0,3.169412925,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,105,2015,16.76939902,0,2.703373288,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,106,2015,15.2895158,0,2.265170832,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,107,2015,9.712198792,0,3.458370654,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,108,2015,7.539383456,0,2.981766262,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,109,2015,9.094143404,0,2.577985855,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,110,2015,12.12480621,0,2.767603827,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,111,2015,14.21056488,0,2.564308609,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,112,2015,9.528790123,0,2.972676152,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,113,2015,10.84406766,0,1.811225588,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,114,2015,14.25393995,0,2.372285183,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,115,2015,12.40374435,2.097080317,2.665658817,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,116,2015,14.19910904,11.08232402,2.639006726,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,117,2015,8.853552012,6.500193899,3.460099043,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,118,2015,7.827119738,0,3.28237987,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,119,2015,8.567842328,0,2.285782508,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
6,POM1,120,2015,8.054816497,4.590966483,3.421237425,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,121,2015,7.52021366,0,1.818425045,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,122,2015,9.907718006,0,1.72098399,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,123,2015,13.40965614,2.632507126,3.247530722,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,124,2015,16.6240132,0.206136769,3.371093114,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,125,2015,17.23774286,0,5.179849881,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,126,2015,11.81780486,0.106161849,4.685340899,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,127,2015,11.37793913,0,3.377995972,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,128,2015,14.26689022,0,1.706837187,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,129,2015,14.13860898,2.707130736,4.335370604,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,130,2015,13.9448498,0,2.391304915,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,131,2015,17.93723032,0,2.5647511,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,132,2015,18.65917009,0.070077111,3.943595276,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,133,2015,13.83363274,0,2.081392755,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,134,2015,12.99885907,0.895145702,1.905630207,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,135,2015,13.40968563,0,2.893131681,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,136,2015,10.79593864,0,2.984701012,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,137,2015,13.04959812,0,2.225856365,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,138,2015,14.49938861,0,3.557528924,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
7,POM1,139,2015,11.01733125,0,4.610880115,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,140,2015,9.492322279,0.310727857,2.680775112,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,141,2015,10.54940177,0,2.139055915,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,142,2015,14.38483373,0,1.400962694,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,143,2015,14.79591186,0,2.375232783,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,144,2015,15.28786645,0.335489515,1.694263043,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,145,2015,12.45127195,0.136181939,1.967923249,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,146,2015,10.23565374,0,2.836354392,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,147,2015,10.28463793,0,1.849966415,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,148,2015,13.63267456,0,3.826424514,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,149,2015,11.75666573,3.701758571,3.197660495,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,150,2015,11.2474628,0,3.850472762,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,151,2015,13.92903891,3.97728419,3.999835746,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,152,2015,12.96302665,0,2.705168013,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,153,2015,16.65165127,0,5.049020448,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,154,2015,16.87177814,0,3.941252405,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,155,2015,17.72541239,0,2.28056471,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,156,2015,23.15131313,13.03161687,2.639593568,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,157,2015,19.06950841,0,2.975031352,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,158,2015,15.44756014,0,3.007754763,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,159,2015,14.22642913,0,4.375065317,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,160,2015,13.25133647,0,4.204719064,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
8,POM1,161,2015,15.99299171,0,3.271564921,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,162,2015,18.48868157,0,2.982077366,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,163,2015,20.28075417,3.155620947,2.371794982,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,164,2015,18.66360491,3.162754667,2.769146959,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,165,2015,18.76389705,0,2.191877567,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,166,2015,16.18726638,0,3.114654008,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,167,2015,13.69098693,0,3.051673394,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,168,2015,15.2037782,6.301825314,2.144210832,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,169,2015,15.81546959,4.025544584,3.809845973,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,170,2015,11.72401879,0,2.963605202,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,171,2015,12.15065166,0.122681233,2.353933728,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,172,2015,14.36445793,2.467944791,2.802543918,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,173,2015,11.82251604,11.52064261,3.353534695,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,174,2015,11.38734132,1.889881733,3.494892103,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,175,2015,13.9902267,0,1.976465091,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,176,2015,17.94572808,0,1.746975822,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,177,2015,20.44709753,6.006481982,2.083384183,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,178,2015,18.94756218,0,3.202031121,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,179,2015,18.22868759,0,1.650065353,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,180,2015,21.09892283,0,2.144325,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
9,POM1,181,2015,21.86533397,0,2.030683469,17,191.5343671,31,2,3.16,5.74,3.16,7.21,4.32,0.152767275,0.474500314,0,0.005643601
